Node,Hub Score,Authority Score,Spectrum,Degree Centrality,Betweenness Centrality,Closeness Centrality,PageRank,Harmonic Centrality,Personalized PageRank (Alpha=0.5),Closeness in Closeness Centrality,Adjusted Closeness Centrality,Weighted Closeness Centrality,Average Neighbor Degree Centrality,Clustering Centrality,Core Number Centrality,Directed Eigenvector Centrality
Q9BQT8,0.02136569336854009,-0.004961646762082733,6.714369036615324,0.0001866019779809666,0.0,0.006516543326856271,0.00047305048224586805,48.81190476190479,0.00023027398411797978,0.16167664670658682,0.16167664670658682,0.16167664670658682,45.0,0,1,0.10509421615051208
O14578,2.89851738922639e-06,-6.731080134425362e-07,-6.71436903661534,0.0001866019779809666,0.0,0.005788631572260624,0.0004586001538130525,40.85836940836947,0.00022896656397251348,0.14361702127659576,0.14361702127659576,0.14361702127659576,26.0,0,1,1.4257314647603127e-05
O60573,0.0,4.260453142215511e-22,5.8029612599834755,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-5.207702075322744e-19
Q99623,0.0,2.086068161665256e-23,5.637196255831342,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,1.2737373683844253e-18
Q9UDY4,0.02136569336854009,-0.004961646762082791,-5.802961259983462,0.0001866019779809666,0.0,0.006516543326856271,0.00047305048224586805,48.81190476190479,0.00023027398411797978,0.16167664670658682,0.16167664670658682,0.16167664670658682,45.0,0,1,0.1050942161505121
P06280,-3.2673295560370956e-21,-1.1650434556589918e-18,6.185798124724178,0.0001866019779809666,0.0,0.0007961684393854575,0.0005194469915661964,4.5,0.00024316734083750386,0.5333333333333333,0.5333333333333333,0.5333333333333333,8.0,0,1,-5.496290405357179e-18
Q14203,1.3827921807633627e-05,-3.2111882483693292e-06,5.200664887188936,0.0001866019779809666,0.0,0.007441112721948699,0.0004550815522766153,49.38849206349207,0.00022761780261576047,0.18461538461538463,0.18461538461538463,0.18461538461538463,31.0,0,1,6.801719833273062e-05
Q9NVI1,0.00019154787732229823,-4.4482193435373586e-05,4.91499290679885,0.0003732039559619332,0.00043101643887503597,0.009782136949078627,0.0007912910573747878,63.20119047619046,0.00028445331578103695,0.24269662921348314,0.24269662921348314,0.24269662921348314,27.5,0,2,0.000942191469064409
Q8IUD2,1.6726439196860018e-05,-3.884296261811643e-06,4.873080587249845,0.0003732039559619332,7.60965513042949e-05,0.0077456422461565635,0.000781925122454459,55.555158730158716,0.0002827282988341618,0.19217081850533807,0.19217081850533807,0.19217081850533807,28.5,0,2,8.227451298033615e-05
Q8N3C7,2.89851738922639e-06,-6.731080134425899e-07,-5.63719625583134,0.0001866019779809666,0.0,0.005788631572260624,0.0004586001538130525,40.85836940836947,0.00022896656397251348,0.14361702127659576,0.14361702127659576,0.14361702127659576,26.0,0,1,1.4257314647611244e-05
O43169,0.0,-5.454919715235973e-22,-6.185798124724155,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-1.5937187867706065e-18
Q9Y312,0.02136569336854009,-0.004961646762082791,-5.2006648871889265,0.0001866019779809666,0.0,0.006516543326856271,0.00047305048224586805,48.81190476190479,0.00023027398411797978,0.16167664670658682,0.16167664670658682,0.16167664670658682,45.0,0,1,0.1050942161505121
Q15154,1.3827921807633627e-05,-3.211188248369973e-06,-4.914992906798823,0.0001866019779809666,0.0,0.007441112721948699,0.0004550815522766153,49.38849206349207,0.00022761780261576047,0.18461538461538463,0.18461538461538463,0.18461538461538463,31.0,0,1,6.801719833273295e-05
Q92616,0.00018282743684426274,-4.245708970877217e-05,-4.873080587249868,0.0001866019779809666,0.0,0.009087789023674298,0.0004572655553832542,55.90119047619046,0.00022811278795434683,0.2254697286012526,0.2254697286012526,0.2254697286012526,31.0,0,1,0.000899297103750887
Q9H7F0,0.0,-7.304072808305107e-22,4.676867930240509,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-4.453214618236327e-19
P78406,0.0,-5.799195009199773e-22,5.3681537879472385,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-5.080695825891735e-19
Q14146,7.920521796119046e-06,-1.8393426623627085e-06,-4.676867930240521,0.0001866019779809666,0.0,0.00668671419714284,0.0004792583541544481,43.257539682539715,0.00023274911618450882,0.16589861751152074,0.16589861751152074,0.16589861751152074,22.0,0,1,3.8959701204559536e-05
P13861,0.0,4.940231861135912e-22,-5.368153787947234,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-2.24693850902009e-19
Q99996,2.89851738922639e-06,-6.731080134427316e-07,3.2708028569795236,0.0001866019779809666,0.0,0.005788631572260624,0.0004586001538130525,40.85836940836947,0.00022896656397251348,0.14361702127659576,0.14361702127659576,0.14361702127659576,26.0,0,1,1.425731464761067e-05
P07237,3.0843403658722015e-19,2.0216453602647364e-17,4.681754635722267,0.0001866019779809666,0.0,0.00513051386300085,0.0004585639125518045,31.166666666666664,0.00022820173307288243,0.31970260223048325,0.31970260223048325,0.31970260223048325,36.0,0,1,4.3257080078604556e-16
Q06787,8.720440478035468e-06,-2.025103726603516e-06,-3.270802856979529,0.0001866019779809666,0.0,0.006942664979808595,0.00046578208562674233,45.239682539682555,0.0002301965955808023,0.1722488038277512,0.1722488038277512,0.1722488038277512,24.0,0,1,4.289436531353555e-05
Q7Z4H8,0.0,-1.0726158387540915e-21,-4.6817546357222515,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-6.439368525913492e-20
Q13535,-4.666538090727227e-20,-4.083179334168854e-18,1.4059643918883016,0.0001866019779809666,0.0,0.0007961684393854575,0.0005194469915661964,4.5,0.00024316734083750386,0.5333333333333333,0.5333333333333333,0.5333333333333333,8.0,0,1,2.039910360440471e-18
Q15397,7.920521796119046e-06,-1.8393426623627468e-06,-1.4059643918883,0.0001866019779809666,0.0,0.00668671419714284,0.0004792583541544481,43.257539682539715,0.00023274911618450882,0.16589861751152074,0.16589861751152074,0.16589861751152074,22.0,0,1,3.8959701204559136e-05
P29122,-2.081822167273504e-18,-5.963773683786273e-18,0.9828232997664164,0.0001866019779809666,0.0,0.004272780895192659,0.00046071420735462954,28.03333333333334,0.0002289478556223571,0.26625386996904027,0.26625386996904027,0.26625386996904027,31.0,0,1,1.8707794998150377e-16
Q9Y2L1,0.0,-9.950766214519852e-22,-0.9828232997664179,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-2.524722087813023e-18
P14314,0.0,-2.2123256265983933e-21,-3.316624790355404,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,1.3401659323278799e-18
P30414,0.0,-3.852667237606825e-21,3.3166247903554082,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,4.398221071913096e-19
Q8N4C6,0.0,-2.53757706868338e-22,2.828427124746187,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,1.5634270744482874e-19
Q13724,-6.0368518125787185e-19,-3.266581459597933e-17,2.8284271247461894,0.0001866019779809666,0.0,0.003909655040077136,0.00047933009583294887,25.28333333333334,0.00023274855732849793,0.24362606232294617,0.24362606232294617,0.24362606232294617,22.0,0,1,3.4511327821289347e-17
P24539,8.720440478035468e-06,-2.025103726603907e-06,-2.8284271247461814,0.0001866019779809666,0.0,0.006942664979808595,0.00046578208562674233,45.239682539682555,0.0002301965955808023,0.1722488038277512,0.1722488038277512,0.1722488038277512,24.0,0,1,4.289436531353803e-05
Q8NBS9,0.0,-6.256178693544101e-23,-2.8284271247461916,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,-9.902843536317421e-19
Q96JC1,3.0843403658722015e-19,2.0216453602647364e-17,2.6457513110645947,0.0001866019779809666,0.0,0.00513051386300085,0.0004585639125518045,31.166666666666664,0.00022820173307288243,0.31970260223048325,0.31970260223048325,0.31970260223048325,36.0,0,1,4.291815462978802e-16
P31323,2.89851738922639e-06,-6.731080134425324e-07,-2.6457513110645934,0.0001866019779809666,0.0,0.005788631572260624,0.0004586001538130525,40.85836940836947,0.00022896656397251348,0.14361702127659576,0.14361702127659576,0.14361702127659576,26.0,0,1,1.4257314647608321e-05
Q13427,0.0,3.739923235625454e-21,-2.2360679774997902,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,1.2041817625676145e-20
P51114,8.720440478035468e-06,-2.025103726604321e-06,2.2360679774997902,0.0001866019779809666,0.0,0.006942664979808595,0.00046578208562674233,45.239682539682555,0.0002301965955808023,0.1722488038277512,0.1722488038277512,0.1722488038277512,24.0,0,1,4.2894365313531425e-05
O75150,1.3827921807633627e-05,-3.211188248370111e-06,-4.000000000000008,0.0001866019779809666,0.0,0.007441112721948699,0.0004550815522766153,49.38849206349207,0.00022761780261576047,0.18461538461538463,0.18461538461538463,0.18461538461538463,31.0,0,1,6.801719833273138e-05
P10721,0.0,3.6842300790174017e-22,4.000000000000009,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,1.3976072933051774e-18
P20674,5.117216233396484e-07,-1.1883452086821344e-07,-2.0000000000000027,0.0001866019779809666,0.0,0.005295682411605826,0.0004736219160423274,34.194480519480585,0.0002341349790094057,0.13138686131386862,0.13138686131386862,0.13138686131386862,11.0,0,1,2.5170717357178347e-06
Q9NY61,0.0,-4.993320418922134e-22,2.000000000000002,0.0,0.0,0.0,0.0001317565836352087,0.0,0.00017385606775411215,0.0,0.0,0.0,0.0,0,0,2.8388317204976865e-19
Q9BQS8,2.89851738922639e-06,-6.73108013442701e-07,-2.828427124746189,0.0001866019779809666,0.0,0.005788631572260624,0.0004586001538130525,40.85836940836947,0.00022896656397251348,0.14361702127659576,0.14361702127659576,0.14361702127659576,26.0,0,1,1.425731464760863e-05
Q93084,0.00018282743684426274,-4.245708970877266e-05,2.828427124746189,0.0001866019779809666,0.0,0.009087789023674298,0.0004572655553832542,55.90119047619046,0.00022811278795434683,0.2254697286012526,0.2254697286012526,0.2254697286012526,31.0,0,1,0.0008992971037508842
